model,stage,steer_layer,read_layer,source,target,alpha,abs_alpha,delta,ci_low,ci_high,delta_auc,mean_kl,kl_harmless,random_kl_harmless,content_ratio,refusal_rate,d_refusal,d_refusal_harmful,d_refusal_harmless,margin_shift,class_gap
qwen2.5-7b,C,6,17,R_harm,R_harm,4.0,4.0,0.19342158734798431,0.17226128317415715,0.21441142819821835,-0.015600025653839111,0.2836936116218567,0.451683908700943,0.17688842304050922,2.553496158408868,0.4,0.010000000000000009,0.020000000000000018,0.0,-1.384433627128601,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,4.0,4.0,-0.14543874561786652,-0.17140846587717534,-0.11983954887837171,-0.0012000203132629395,0.2836936116218567,0.451683908700943,0.17688842304050922,2.553496158408868,0.4,0.010000000000000009,0.020000000000000018,0.0,-1.384433627128601,13.214834213256836
qwen2.5-7b,C,6,17,R_harm,R_role,4.0,4.0,-0.12173523008823395,-0.13958938047289848,-0.1048816591501236,0.059599995613098145,0.2836936116218567,0.451683908700943,0.17688842304050922,2.553496158408868,0.4,0.010000000000000009,0.020000000000000018,0.0,-1.384433627128601,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,4.0,4.0,0.01776304841041565,0.006375225645024329,0.03176816962659358,-0.0067999958992004395,0.2836936116218567,0.451683908700943,0.17688842304050922,2.553496158408868,0.4,0.010000000000000009,0.020000000000000018,0.0,-1.384433627128601,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,4.0,4.0,-0.04490673914551735,-0.060253184754401445,-0.027401190577074887,-0.004400014877319336,0.2836936116218567,0.451683908700943,0.17688842304050922,2.553496158408868,0.4,0.010000000000000009,0.020000000000000018,0.0,-1.384433627128601,150.81204223632812
qwen2.5-7b,C,6,27,R_harm,R_role,4.0,4.0,-0.09638580679893494,-0.12329605650156736,-0.06931288335472346,0.04039999842643738,0.2836936116218567,0.451683908700943,0.17688842304050922,2.553496158408868,0.4,0.010000000000000009,0.020000000000000018,0.0,-1.384433627128601,98.78836059570312
qwen2.5-7b,C,6,7,R_harm,R_harm,-4.0,4.0,-3.032959222793579,-3.048925131559372,-3.0162786900997163,-0.0012000203132629395,0.2837315797805786,0.38485732674598694,0.17688842304050922,2.1757066976500252,0.39,0.0,-0.020000000000000018,0.02,1.5029492378234863,4.563311576843262
qwen2.5-7b,C,6,7,R_harm,R_control,-4.0,4.0,1.9296683073043823,1.9067460596561432,1.9543968737125397,0.037199996411800385,0.2837315797805786,0.38485732674598694,0.17688842304050922,2.1757066976500252,0.39,0.0,-0.020000000000000018,0.02,1.5029492378234863,2.4142346382141113
qwen2.5-7b,C,6,7,R_harm,R_role,-4.0,4.0,0.0035846915561705828,0.0003279885990195908,0.00683298790827393,0.0339999794960022,0.2837315797805786,0.38485732674598694,0.17688842304050922,2.1757066976500252,0.39,0.0,-0.020000000000000018,0.02,1.5029492378234863,9.503987312316895
qwen2.5-7b,C,6,17,R_harm,R_harm,-4.0,4.0,-0.15860173106193542,-0.17746011912822723,-0.14054391868412494,0.001199960708618164,0.2837315797805786,0.38485732674598694,0.17688842304050922,2.1757066976500252,0.39,0.0,-0.020000000000000018,0.02,1.5029492378234863,23.48501205444336
qwen2.5-7b,C,6,17,R_harm,R_control,-4.0,4.0,0.10229675471782684,0.0781182399019599,0.1250154726207256,0.02959996461868286,0.2837315797805786,0.38485732674598694,0.17688842304050922,2.1757066976500252,0.39,0.0,-0.020000000000000018,0.02,1.5029492378234863,13.214834213256836
qwen2.5-7b,C,6,17,R_harm,R_role,-4.0,4.0,0.11398373544216156,0.09806345887482167,0.12925846315920353,0.06199999153614044,0.2837315797805786,0.38485732674598694,0.17688842304050922,2.1757066976500252,0.39,0.0,-0.020000000000000018,0.02,1.5029492378234863,22.735044479370117
qwen2.5-7b,C,6,27,R_harm,R_harm,-4.0,4.0,-0.03270292654633522,-0.045997954159975055,-0.019617698574438718,0.0031999945640563965,0.2837315797805786,0.38485732674598694,0.17688842304050922,2.1757066976500252,0.39,0.0,-0.020000000000000018,0.02,1.5029492378234863,206.79986572265625
qwen2.5-7b,C,6,27,R_harm,R_control,-4.0,4.0,0.038357168436050415,0.02261551907286048,0.05480469902977347,-0.001199960708618164,0.2837315797805786,0.38485732674598694,0.17688842304050922,2.1757066976500252,0.39,0.0,-0.020000000000000018,0.02,1.5029492378234863,150.81204223632812
